arch_str,acc-cifar10,acc-cifar100,acc-ImageNet,flops-cifar10,flops-cifar100,flops-ImageNet
|avg_pool_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,87.20400000813801,65.87333325602214,38.82222219170465,19.57953,19.58538,4.90252
|none~0|+|skip_connect~0|none~1|+|nor_conv_3x3~0|skip_connect~1|skip_connect~2|,89.24266665364583,67.58666662190755,39.48888881768121,43.17249,43.17834,10.800760000000002
|avg_pool_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,88.95466666829428,67.89333333333333,34.86666655476888,149.34081,149.34666,37.34284
|skip_connect~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|skip_connect~0|nor_conv_3x3~1|nor_conv_3x3~2|,90.50399999674478,69.41999990641277,43.53333320448133,113.95137,113.95722,28.49548
|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,89.94399999267578,71.36666664632162,40.655555474175344,184.73024999999998,184.7361,46.1902
|skip_connect~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_1x1~2|,86.61333333577473,65.1866666381836,36.466666575113926,82.49409,82.49994,20.63116
|skip_connect~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,88.83466666341145,67.53999993082682,41.05555550130208,51.03681,51.04265999999999,12.76684
|nor_conv_1x1~0|+|skip_connect~0|skip_connect~1|+|nor_conv_1x1~0|avg_pool_3x3~1|nor_conv_1x1~2|,87.03066666503906,65.73333329671225,38.07777769300673,19.57953,19.58538,4.90252
|none~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_3x3~2|,89.19599999186198,68.66000002441406,42.81111108059353,86.42625,86.4321,21.6142
|none~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|skip_connect~1|avg_pool_3x3~2|,88.16133332438152,67.34666669514974,40.344444468180335,47.10465,47.1105,11.7838
|skip_connect~0|+|nor_conv_3x3~0|nor_conv_3x3~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|,82.6200000008138,56.08666664021809,29.93333328925239,78.56193,78.56778,19.64812
|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|avg_pool_3x3~1|avg_pool_3x3~2|,87.23333333333335,63.96666668294271,33.94444439358181,15.64737,15.65322,3.91948
|nor_conv_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|none~1|skip_connect~2|,82.13466664306641,55.11333332926432,27.733333331637912,43.17249,43.17834,10.800760000000002
|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_3x3~2|,89.13333333821613,69.05999993489583,41.19999999321832,117.88353,117.88938,29.47852
|nor_conv_1x1~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|none~2|,89.13466666341147,67.87999999593099,40.52222215440538,51.03681,51.04265999999999,12.76684
|skip_connect~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|skip_connect~1|avg_pool_3x3~2|,87.40266667236328,64.86666665039063,36.744444420708554,15.64737,15.65322,3.91948
|skip_connect~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|nor_conv_1x1~1|avg_pool_3x3~2|,84.77466666992187,62.6733333211263,31.999999972873265,15.64737,15.65322,3.91948
|skip_connect~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,75.18933333251952,44.486666617838544,22.933333302815758,11.71521,11.72106,2.9364399999999997
|nor_conv_1x1~0|+|none~0|none~1|+|nor_conv_3x3~0|nor_conv_1x1~1|none~2|,88.97733333251954,68.44666665852866,41.78888877360026,51.03681,51.04265999999999,12.76684
|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,90.15066664876302,69.73333329671225,45.066666602240666,90.35841,90.36426,22.59724
|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|avg_pool_3x3~1|nor_conv_1x1~2|,87.47333334309894,63.4333333618164,37.97777777777778,54.96896999999999,54.97482,13.74988
|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,83.40399999104818,56.53333329060873,32.21111108228895,47.10465,47.1105,11.7838
|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|,83.14799999674479,56.49999995117187,31.52222218322754,43.17249,43.17834,10.800760000000002
|avg_pool_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|,33.31066666829427,9.766666659037272,9.688888885921902,7.78305,7.788900000000001,1.9534
|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,89.3159999943034,69.65333326822918,40.08888885158962,86.42625,86.4321,21.6142
|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|skip_connect~0|none~1|skip_connect~2|,86.82799999837239,64.16666664632162,34.38888881598578,47.10465,47.1105,11.7838
|skip_connect~0|+|skip_connect~0|nor_conv_3x3~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,82.36266667236329,54.77333330688477,27.75555548943414,43.17249,43.17834,10.800760000000002
|avg_pool_3x3~0|+|none~0|skip_connect~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,87.28666666585286,65.35999999796549,36.49999992540148,43.17249,43.17834,10.800760000000002
|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,88.2279999983724,66.93333327840169,39.39999995591905,86.42625,86.4321,21.6142
|avg_pool_3x3~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|skip_connect~1|skip_connect~2|,82.60933333821615,57.14666661376953,26.16666667175293,11.71521,11.72106,2.9364399999999997
|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,89.42533333984375,68.50000000813802,41.277777693006726,117.88353,117.88938,29.47852
|none~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_3x3~2|,89.16800000406901,69.25333334757488,41.76666653103299,86.42625,86.4321,21.6142
|nor_conv_1x1~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|skip_connect~1|none~2|,86.04933333089194,62.09333332519532,32.49999998813205,15.64737,15.65322,3.91948
|skip_connect~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|none~0|nor_conv_1x1~1|skip_connect~2|,85.56533333821615,63.38666668294271,33.622222206963436,15.64737,15.65322,3.91948
|nor_conv_3x3~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_3x3~2|,91.23733331868489,71.79999995524088,45.399999945746536,90.35841,90.36426,22.59724
|avg_pool_3x3~0|+|nor_conv_3x3~0|none~1|+|avg_pool_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,84.41866666910808,61.506666674804684,30.844444417317714,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|none~0|nor_conv_1x1~1|+|nor_conv_1x1~0|none~1|none~2|,86.16400000732422,62.35333330078125,32.76666666327583,15.64737,15.65322,3.91948
|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_3x3~1|nor_conv_3x3~2|,89.18533333333335,69.5999999267578,41.17777773030599,117.88353,117.88938,29.47852
|none~0|+|none~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|skip_connect~2|,9.712000000508626,0.9999999997456869,0.8333333324856228,7.78305,7.788900000000001,1.9534
|nor_conv_1x1~0|+|none~0|none~1|+|none~0|nor_conv_1x1~1|none~2|,84.56533334065756,54.6799999613444,19.222222207811143,15.64737,15.65322,3.91948
|none~0|+|skip_connect~0|avg_pool_3x3~1|+|nor_conv_1x1~0|none~1|nor_conv_3x3~2|,88.89866664876301,68.03999998575847,40.677777659098304,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|skip_connect~1|nor_conv_3x3~2|,82.99599998860677,61.31333332722982,29.02222216796875,78.56193,78.56778,19.64812
|none~0|+|avg_pool_3x3~0|none~1|+|skip_connect~0|none~1|nor_conv_1x1~2|,85.5453333178711,62.45999997355144,31.16666658698188,11.71521,11.72106,2.9364399999999997
|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|skip_connect~0|nor_conv_1x1~1|avg_pool_3x3~2|,84.79200000813802,59.91999995320638,31.455555541992187,15.64737,15.65322,3.91948
|nor_conv_1x1~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_1x1~0|skip_connect~1|avg_pool_3x3~2|,88.44000000325521,67.80666666259765,41.55555551825629,54.96896999999999,54.97482,13.74988
|none~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,88.10533332763673,66.51333330485026,38.51111099243164,82.49409,82.49994,20.63116
|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,90.06400001139322,69.18666657307942,43.45555544365777,117.88353,117.88938,29.47852
|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_1x1~0|none~1|nor_conv_1x1~2|,86.27200001220702,64.1799999979655,34.85555551147461,19.57953,19.58538,4.90252
|none~0|+|avg_pool_3x3~0|none~1|+|none~0|avg_pool_3x3~1|none~2|,9.712000000508626,0.9999999998728434,0.8333333326975505,7.78305,7.788900000000001,1.9534
|avg_pool_3x3~0|+|none~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|avg_pool_3x3~2|,81.77733332926432,54.513333315022784,26.79999998474121,43.17249,43.17834,10.800760000000002
|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|none~0|none~1|nor_conv_3x3~2|,88.13066665120442,65.10666666666667,30.033333285861545,82.49409,82.49994,20.63116
|nor_conv_1x1~0|+|none~0|none~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|,87.61866664713541,63.9666666809082,33.66666661071777,82.49409,82.49994,20.63116
|none~0|+|none~0|none~1|+|skip_connect~0|none~1|none~2|,84.34666665283203,58.18666664632161,29.499999976264107,7.78305,7.788900000000001,1.9534
|nor_conv_1x1~0|+|avg_pool_3x3~0|skip_connect~1|+|none~0|none~1|nor_conv_1x1~2|,86.11866665608726,62.119999983723964,34.45555550977918,15.64737,15.65322,3.91948
|skip_connect~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|skip_connect~0|skip_connect~1|nor_conv_3x3~2|,85.095999995931,61.04666665242513,35.23333326212565,47.10465,47.1105,11.7838
|nor_conv_3x3~0|+|none~0|nor_conv_3x3~1|+|skip_connect~0|avg_pool_3x3~1|skip_connect~2|,90.53066665201823,69.37333327636718,43.65555546061197,78.56193,78.56778,19.64812
|skip_connect~0|+|none~0|nor_conv_3x3~1|+|nor_conv_1x1~0|avg_pool_3x3~1|avg_pool_3x3~2|,86.57866666503905,64.88666666259766,35.93333333672418,47.10465,47.1105,11.7838
|nor_conv_3x3~0|+|skip_connect~0|avg_pool_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|nor_conv_3x3~2|,87.21200000406901,65.64666662190756,37.52222220187717,78.56193,78.56778,19.64812
|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|none~0|nor_conv_3x3~1|avg_pool_3x3~2|,88.42799998046875,67.2066666402181,39.11111112467447,78.56193,78.56778,19.64812
|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|none~0|avg_pool_3x3~1|none~2|,84.45733332438152,60.386666617838536,21.52222219340007,47.10465,47.1105,11.7838
|skip_connect~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,89.21599999023437,67.33333335367838,39.56666657172309,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|skip_connect~0|none~1|+|none~0|nor_conv_3x3~1|skip_connect~2|,86.94133333414715,64.01999999186198,34.43333325873481,43.17249,43.17834,10.800760000000002
|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|skip_connect~0|none~1|none~2|,84.4120000024414,57.29999997558594,29.722222110324434,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|none~0|none~1|+|avg_pool_3x3~0|nor_conv_3x3~1|skip_connect~2|,87.60933333170573,66.60666666870118,37.377777737087676,47.10465,47.1105,11.7838
|nor_conv_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_1x1~1|skip_connect~2|,88.49999999267578,67.31999997151694,39.58888884480794,51.03681,51.04265999999999,12.76684
|skip_connect~0|+|none~0|none~1|+|skip_connect~0|avg_pool_3x3~1|none~2|,77.98133333251953,50.33333328653972,21.38888887871636,7.78305,7.788900000000001,1.9534
|avg_pool_3x3~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,82.97466665120443,59.13999995524088,27.677777721828885,11.71521,11.72106,2.9364399999999997
|skip_connect~0|+|nor_conv_1x1~0|none~1|+|none~0|skip_connect~1|none~2|,84.32799999837239,57.70666662190755,29.31111107550727,11.71521,11.72106,2.9364399999999997
|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|avg_pool_3x3~2|,89.27866666015625,68.55333334554037,41.255555525037984,117.88353,117.88938,29.47852
|nor_conv_3x3~0|+|nor_conv_3x3~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|nor_conv_1x1~2|,90.24133332763672,70.37333334147137,44.63333331976997,121.81569,121.82153999999998,30.461560000000002
|nor_conv_3x3~0|+|skip_connect~0|none~1|+|nor_conv_1x1~0|skip_connect~1|nor_conv_3x3~2|,89.19599998291015,67.34666665039062,40.76666658528646,82.49409,82.49994,20.63116
|skip_connect~0|+|nor_conv_1x1~0|none~1|+|nor_conv_3x3~0|skip_connect~1|skip_connect~2|,89.01333332275391,67.6933332438151,40.077777706570096,47.10465,47.1105,11.7838
|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|skip_connect~0|skip_connect~1|none~2|,89.02799998779297,66.93999995727539,39.93333326551649,43.17249,43.17834,10.800760000000002
|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_3x3~2|,87.61333332682291,66.13999995930989,37.89999997965495,82.49409,82.49994,20.63116
|skip_connect~0|+|skip_connect~0|nor_conv_1x1~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|,74.63200000081382,41.47999996948242,22.144444413926866,11.71521,11.72106,2.9364399999999997
|nor_conv_1x1~0|+|nor_conv_1x1~0|skip_connect~1|+|avg_pool_3x3~0|none~1|nor_conv_3x3~2|,87.79199999755859,66.20666659342449,37.82222214084202,51.03681,51.04265999999999,12.76684
|none~0|+|skip_connect~0|nor_conv_3x3~1|+|avg_pool_3x3~0|none~1|none~2|,72.11199999267576,46.813333325195316,16.688888869391548,43.17249,43.17834,10.800760000000002
|nor_conv_1x1~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_1x1~1|nor_conv_3x3~2|,89.60399999755857,69.01999998779297,41.511111073811854,86.42625,86.4321,21.6142
|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,89.87600000732421,69.40666668701171,43.99999999321832,117.88353,117.88938,29.47852
|skip_connect~0|+|none~0|avg_pool_3x3~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,88.34666665527344,67.29333333740236,38.59999993896485,47.10465,47.1105,11.7838
|skip_connect~0|+|nor_conv_3x3~0|skip_connect~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_1x1~2|,90.1773333129883,69.41333326416016,43.06666667683919,82.49409,82.49994,20.63116
|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|none~1|none~2|,71.62933333496095,47.10666667683919,16.455555521647135,7.78305,7.788900000000001,1.9534
|avg_pool_3x3~0|+|skip_connect~0|nor_conv_1x1~1|+|none~0|none~1|avg_pool_3x3~2|,75.61733332682292,52.9599999613444,20.78888885837131,11.71521,11.72106,2.9364399999999997
|avg_pool_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|skip_connect~1|nor_conv_3x3~2|,87.48400000488282,65.57999998168945,37.922222144232855,78.56193,78.56778,19.64812
|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|skip_connect~0|skip_connect~1|nor_conv_3x3~2|,88.4959999967448,66.16666663004557,38.255555518256294,47.10465,47.1105,11.7838
|none~0|+|nor_conv_3x3~0|none~1|+|skip_connect~0|none~1|nor_conv_1x1~2|,90.29866664794922,69.55333329264323,42.755555416531024,47.10465,47.1105,11.7838
|skip_connect~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,83.368000004069,57.49333333333333,32.35555554877387,78.56193,78.56778,19.64812
|none~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|none~1|skip_connect~2|,87.53866666748047,65.2799999979655,37.71111102803548,43.17249,43.17834,10.800760000000002
|none~0|+|none~0|nor_conv_3x3~1|+|nor_conv_1x1~0|none~1|avg_pool_3x3~2|,86.17333331787108,62.133333306884765,32.63333329094781,47.10465,47.1105,11.7838
|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|none~0|avg_pool_3x3~1|none~2|,62.82933333007813,39.73333331604004,13.83333329433865,7.78305,7.788900000000001,1.9534
|nor_conv_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|nor_conv_3x3~0|none~1|skip_connect~2|,89.59333333740233,69.56666667887369,42.07777774047852,117.88353,117.88938,29.47852
|skip_connect~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|none~0|none~1|none~2|,9.712000001322428,0.9999999996185304,0.8333333326975505,43.17249,43.17834,10.800760000000002
|nor_conv_1x1~0|+|skip_connect~0|none~1|+|skip_connect~0|skip_connect~1|skip_connect~2|,84.67199999593099,58.51333334554037,30.88888881089952,11.71521,11.72106,2.9364399999999997
|nor_conv_3x3~0|+|avg_pool_3x3~0|skip_connect~1|+|nor_conv_3x3~0|none~1|nor_conv_3x3~2|,89.25199999267578,69.15333336181641,39.88888882107205,113.95137,113.95722,28.49548
|nor_conv_3x3~0|+|nor_conv_1x1~0|avg_pool_3x3~1|+|skip_connect~0|none~1|nor_conv_1x1~2|,89.64533333089192,68.25999993489584,41.033333302815755,51.03681,51.04265999999999,12.76684
|nor_conv_1x1~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|none~0|none~1|skip_connect~2|,83.17333332275389,58.679999957275385,28.244444429185652,11.71521,11.72106,2.9364399999999997
|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_1x1~2|,86.46266666666668,64.6533333190918,35.13333324517144,58.90113,58.90698,14.73292
|avg_pool_3x3~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|avg_pool_3x3~0|avg_pool_3x3~1|skip_connect~2|,81.7253333194987,54.6866666015625,29.677777681138778,47.10465,47.1105,11.7838
|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|none~0|none~1|avg_pool_3x3~2|,66.4893333211263,39.20666662801107,14.688888874477811,7.78305,7.788900000000001,1.9534
|none~0|+|none~0|skip_connect~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,9.712000000508626,0.9999999997456869,0.8333333320617676,7.78305,7.788900000000001,1.9534
|none~0|+|nor_conv_1x1~0|nor_conv_3x3~1|+|nor_conv_1x1~0|skip_connect~1|avg_pool_3x3~2|,86.63466666259767,64.49999995727539,37.18888888549805,51.03681,51.04265999999999,12.76684
|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,89.9800000056966,68.78666666259765,43.788888800726994,117.88353,117.88938,29.47852
|none~0|+|none~0|skip_connect~1|+|nor_conv_1x1~0|nor_conv_1x1~1|nor_conv_3x3~2|,86.00266664957682,61.75999996948243,33.022222190009224,51.03681,51.04265999999999,12.76684
|skip_connect~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|nor_conv_3x3~1|nor_conv_3x3~2|,89.01866665934244,68.02000004882812,39.96666663953993,82.49409,82.49994,20.63116
|nor_conv_3x3~0|+|none~0|avg_pool_3x3~1|+|avg_pool_3x3~0|nor_conv_3x3~1|nor_conv_1x1~2|,88.48666665771485,68.4399999226888,40.2666666293674,82.49409,82.49994,20.63116
|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|,33.10533333251953,10.346666661580404,11.788888859219021,7.78305,7.788900000000001,1.9534
|avg_pool_3x3~0|+|skip_connect~0|none~1|+|none~0|skip_connect~1|skip_connect~2|,77.95866666259765,50.46666663004557,21.61111110263401,7.78305,7.788900000000001,1.9534
|skip_connect~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|nor_conv_3x3~0|nor_conv_3x3~1|avg_pool_3x3~2|,88.31466666585287,67.19333329060872,39.06666655815972,86.42625,86.4321,21.6142
|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|nor_conv_3x3~0|nor_conv_1x1~1|avg_pool_3x3~2|,89.03333333089192,68.73333329060871,41.11111105685764,86.42625,86.4321,21.6142
|none~0|+|skip_connect~0|nor_conv_1x1~1|+|skip_connect~0|skip_connect~1|none~2|,84.62399999755858,57.446666634114585,29.544444407145182,11.71521,11.72106,2.9364399999999997
|nor_conv_3x3~0|+|skip_connect~0|nor_conv_3x3~1|+|skip_connect~0|nor_conv_1x1~1|nor_conv_1x1~2|,90.92399999023439,70.65333329874674,45.01111099921332,86.42625,86.4321,21.6142
|avg_pool_3x3~0|+|nor_conv_3x3~0|nor_conv_1x1~1|+|avg_pool_3x3~0|skip_connect~1|avg_pool_3x3~2|,82.17600001220704,54.81333328043619,28.444444449530707,47.10465,47.1105,11.7838
|nor_conv_1x1~0|+|nor_conv_3x3~0|skip_connect~1|+|avg_pool_3x3~0|none~1|nor_conv_1x1~2|,88.68133333251954,67.65333327636718,39.555555453830294,51.03681,51.04265999999999,12.76684
|skip_connect~0|+|avg_pool_3x3~0|nor_conv_1x1~1|+|none~0|avg_pool_3x3~1|avg_pool_3x3~2|,79.51866666341145,49.72666662801107,23.077777745564777,11.71521,11.72106,2.9364399999999997
|nor_conv_3x3~0|+|none~0|nor_conv_1x1~1|+|skip_connect~0|nor_conv_1x1~1|none~2|,90.29866665771483,69.22666661376952,42.533333302815755,51.03681,51.04265999999999,12.76684
|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|nor_conv_1x1~0|nor_conv_3x3~1|none~2|,89.09333332682291,68.10666663614909,42.266666683620876,51.03681,51.04265999999999,12.76684
|none~0|+|nor_conv_3x3~0|skip_connect~1|+|skip_connect~0|none~1|nor_conv_3x3~2|,90.91999998860678,70.57333327636718,43.44444437323676,78.56193,78.56778,19.64812
|avg_pool_3x3~0|+|avg_pool_3x3~0|avg_pool_3x3~1|+|skip_connect~0|skip_connect~1|nor_conv_3x3~2|,82.94933333902993,56.74000000406901,27.399999959309895,43.17249,43.17834,10.800760000000002
|nor_conv_3x3~0|+|skip_connect~0|none~1|+|none~0|nor_conv_1x1~1|nor_conv_3x3~2|,89.40399999430339,69.5533332804362,43.14444434271919,82.49409,82.49994,20.63116
|nor_conv_1x1~0|+|nor_conv_1x1~0|nor_conv_1x1~1|+|none~0|none~1|skip_connect~2|,86.19866667154947,64.65333333536783,35.077777716742624,19.57953,19.58538,4.90252
|skip_connect~0|+|avg_pool_3x3~0|none~1|+|none~0|nor_conv_1x1~1|nor_conv_1x1~2|,86.7360000089518,65.06000002441407,36.65555550808377,15.64737,15.65322,3.91948
|nor_conv_1x1~0|+|avg_pool_3x3~0|none~1|+|avg_pool_3x3~0|nor_conv_3x3~1|skip_connect~2|,85.27999999755859,62.53333334960937,33.855555519951714,47.10465,47.1105,11.7838
|nor_conv_3x3~0|+|nor_conv_1x1~0|skip_connect~1|+|skip_connect~0|avg_pool_3x3~1|nor_conv_1x1~2|,90.13199998372396,69.02666669514973,43.266666632758245,51.03681,51.04265999999999,12.76684
|nor_conv_3x3~0|+|nor_conv_3x3~0|avg_pool_3x3~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,83.96399999755859,61.379999951171875,30.2,78.56193,78.56778,19.64812
|nor_conv_3x3~0|+|skip_connect~0|skip_connect~1|+|skip_connect~0|nor_conv_3x3~1|none~2|,91.0613333178711,70.17999995524089,43.8444444647895,78.56193,78.56778,19.64812
|nor_conv_3x3~0|+|nor_conv_1x1~0|none~1|+|avg_pool_3x3~0|none~1|skip_connect~2|,85.43866666910806,63.50666665649414,33.611111087375214,47.10465,47.1105,11.7838
|skip_connect~0|+|skip_connect~0|avg_pool_3x3~1|+|avg_pool_3x3~0|skip_connect~1|nor_conv_1x1~2|,82.41599997802734,54.606666623942054,27.122222193400066,11.71521,11.72106,2.9364399999999997
|nor_conv_3x3~0|+|avg_pool_3x3~0|nor_conv_3x3~1|+|nor_conv_3x3~0|none~1|nor_conv_1x1~2|,89.25599999023437,69.84666659138998,42.52222216118707,117.88353,117.88938,29.47852
|avg_pool_3x3~0|+|none~0|nor_conv_3x3~1|+|avg_pool_3x3~0|none~1|avg_pool_3x3~2|,77.74133333333333,54.83333328653972,22.822222149319117,43.17249,43.17834,10.800760000000002
